,abv,brewery_location,brewery_name,ibu,id,name,size,style,ibu_clean,abv_clean,state,r8_beer_name,r8_beer_style,r8_beer_parent_style,r8_beer_overall_score,r8_beer_avg_rating
593,7.2%,"Gary, IN",18th Street Brewery,,2099.0,Sophomoric Saison,12 oz.,Saison / Farmhouse Ale,28.3913043478,7.2,IN,Brewery Vivant W.I.P.A. SNAPPA,India Pale Ale (IPA),Anglo-American Ales,,3.264431953430176
594,7.3%,"Gary, IN",18th Street Brewery,,2098.0,Regional Ring Of Fire,12 oz.,Saison / Farmhouse Ale,28.3913043478,7.3,IN,N/A,N/A,N/A,,
595,6.9%,"Gary, IN",18th Street Brewery,,2097.0,Garce Selé,12 oz.,Saison / Farmhouse Ale,28.3913043478,6.9,IN,N/A,N/A,N/A,,
596,6.9%,"Odessa, FL",Big Storm Brewing Company,81.0,2096.0,Arcus IPA,12 oz.,American IPA,81.0,6.9,FL,N/A,Belgian Strong Ale,Belgian-Style Ales,,3.4710910320281982
597,5.8%,"Odessa, FL",Big Storm Brewing Company,38.0,2095.0,Wavemaker,12 oz.,American Amber / Red Ale,38.0,5.8,FL,Sun King Whip Fight,Scotch Ale,Anglo-American Ales,,3.710937023162842
598,9.9%,"Atlantic Highlands, NJ",Carton Brewing Company,100.0,2094.0,Epitome,16 oz.,American Black Ale,100.0,9.9,NJ,N/A,Scottish Ale,Anglo-American Ales,67.13410328975485,3.3070969581604004
599,6.3%,"Anchorage, AK",Midnight Sun Brewing Company,61.0,2093.0,Pleasure Town,12 oz.,American IPA,61.0,6.3,AK,N/A,N/A,N/A,,
600,6.2%,"Grand Rapids, MI",Brewery Vivant,,2092.0,BRIPA,16 oz.,Belgian IPA,57.0,6.2,MI,Oktoberfest Pilsnerbier,N/A,Lagers,38.62579477607653,2.917285919189453
601,6.2%,"Grand Rapids, MI",Brewery Vivant,,2091.0,Mela,16 oz.,Belgian Dark Ale,29.6666666667,6.2,MI,N/A,N/A,N/A,,
602,6.5%,"Brooklyn, NY",Sixpoint Craft Ales,62.0,2090.0,Bengali,"24 oz. ""Silo Can""",American IPA,62.0,6.5,NY,Geneva Lake No Wake IPA,India Pale Ale (IPA),Anglo-American Ales,56.30176491767139,3.2508370876312256
603,6.3%,"Middleburg Heights, OH",Fat Head's Brewery,55.0,2089.0,Trail Head,12 oz.,American Pale Ale (APA),55.0,6.3,OH,Geneva Lake Boathouse Blonde Ale,Golden Ale/Blond Ale,Anglo-American Ales,,2.987445116043091
604,7.0%,"Middleburg Heights, OH",Fat Head's Brewery,80.0,2088.0,Hop Stalker Fresh Hop IPA,16 oz.,American IPA,80.0,7.0,OH,Geneva Lake Cedar Point Amber Ale,Amber Ale,Anglo-American Ales,43.33014181935236,3.069240093231201
605,5.0%,"Temecula, CA",Refuge Brewery,16.0,2087.0,Blood Orange Wit,16 oz.,Witbier,16.0,5.0,CA,Rochester Mills Pine Knob Pilsner,Pilsener,Lagers,47.262398894808385,3.1472959518432617
606,5.3%,"Grand Rapids, MI",Brewery Vivant,,2086.0,W.I.P.A Snappa,16 oz,Belgian IPA,57.0,5.3,MI,N/A,N/A,N/A,,
607,5.8%,"Indianapolis, IN",Sun King Brewing Company,20.0,2085.0,Hop Up Offa That Brett (2014),16 oz. Alumi-Tek®,Belgian Pale Ale,20.0,5.8,IN,N/A,N/A,N/A,,
608,8.3%,"Indianapolis, IN",Sun King Brewing Company,23.0,2084.0,PV Muckle (2013),16 oz. Alumi-Tek®,Scotch Ale / Wee Heavy,23.0,8.3,IN,Texas Oasis London Homesick Ale,Bitter,Anglo-American Ales,,
609,9.9%,"Indianapolis, IN",Sun King Brewing Company,36.0,2083.0,Bourbon Barrel Batch 666: Sympathy for the Devil,16 oz. Alumi-Tek®,Belgian Dark Ale,36.0,9.9,IN,N/A,N/A,N/A,,
610,9.0%,"Indianapolis, IN",Sun King Brewing Company,30.0,2082.0,Whip Fight,16 oz. Alumi-Tek®,Scotch Ale / Wee Heavy,30.0,9.0,IN,New Belgium Slow Ride,Session IPA,Anglo-American Ales,82.09763141929186,3.438602924346924
611,5.3%,"Indianapolis, IN",Sun King Brewing Company,23.0,2081.0,Port Barrel Wee Mac ,16 oz. Alumi-Tek®,Scotch Ale / Wee Heavy,23.0,5.3,IN,N/A,N/A,N/A,,
