,abv,brewery_location,brewery_name,ibu,id,name,size,style,ibu_clean,abv_clean,state
849,5.8%,"Pittsburgh, PA",Hop Farm Brewing Company,45,1833,Hop Farm IPA,12 oz.,American IPA,45.0,5.8,PA
850,5.8%,"York, PA",Liquid Hero Brewery,40,1832,Adam's Stout,12 oz.,American Stout,40.0,5.8,PA
851,6.5%,"Utica, NY",Matt Brewing Company,60,1831,Our Legacy IPA,12 oz.,American IPA,60.0,6.5,NY
852,4.5%,"Boston, MA",Boston Beer Company,8,1830,Porch Rocker,12 oz.,Radler,8.0,4.5,MA
853,4.2%,"Chicago, IL",Goose Island Brewing Company,18,1829,312 Urban Wheat Ale,12 oz.,American Pale Wheat Ale,18.0,4.2,IL
854,6.0%,"Danville, PA",Old Forge Brewing Company,N/A,1828,Hopsmith Pale Lager,16 oz.,American Pale Lager,25.8823529412,6.0,PA
855,6.0%,"Dallas, TX",Deep Ellum Brewing Company,N/A,1827,Deep Ellum Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,6.0,TX
856,4.0%,"Salt Lake City, UT",Utah Brewers Cooperative,N/A,1826,Squatters Full Suspension Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,4.0,UT
857,9.0%,"Salt Lake City, UT",Utah Brewers Cooperative,75,1825,Squatters Hop Rising Double IPA,12 oz.,American Double / Imperial IPA,75.0,9.0,UT
858,8.0%,"Salt Lake City, UT",Utah Brewers Cooperative,N/A,1824,Devastator Double Bock,12 oz.,Doppelbock,24.5,8.0,UT
859,6.0%,"Salt Lake City, UT",Utah Brewers Cooperative,N/A,1823,Wasatch Ghostrider White IPA,12 oz.,American White IPA,48.8333333333,6.0,UT
860,9.6%,"Chicago, IL",Spiteful Brewing Company,N/A,1821,Bitter Biker Double IPA,12 oz.,American Double / Imperial IPA,93.5394736842,9.6,IL
861,7.3%,"Chicago, IL",Spiteful Brewing Company,N/A,1820,Ghost Bike Pale Ale,16 oz.,American Pale Ale (APA),44.9411764706,7.3,IL
862,6.2%,"Chicago, IL",Spiteful Brewing Company,N/A,1819,Spiteful IPA,12 oz.,American IPA,67.634551495,6.2,IL
863,4.2%,"Boonville, CA",Anderson Valley Brewing Company,N/A,1818,Keebarlin' Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,4.2,CA
864,5.5%,"Evansville, IN",Tin Man Brewing Company,N/A,1817,Klingon Warnog Roggen Dunkel,16 oz.,Roggenbier,20.0,5.5,IN
865,4.7%,"Cincinnati, OH",Madtree Brewing Company,11,1816,LIFT,12 oz.,Kölsch,11.0,4.7,OH
866,5.0%,"Cincinnati, OH",Madtree Brewing Company,40,1815,SPRYE,12 oz.,American Pale Ale (APA),40.0,5.0,OH
867,6.3%,"Anchorage, AK",Midnight Sun Brewing Company,61,1814,Pleasure Town IPA,12 oz.,American IPA,61.0,6.3,AK
868,5.1%,"South Burlington, VT",Magic Hat Brewing Company,20,1813,#9,16 oz.,Fruit / Vegetable Beer,20.0,5.1,VT
869,8.0%,"Canton, MA",Blue Hills Brewery,80,1812,Quarter Mile Double IPA,12 oz.,American Double / Imperial IPA,80.0,8.0,MA
870,5.5%,"Everett, MA",Night Shift Brewing,N/A,1811,Marblehead,16 oz.,American Amber / Red Ale,36.2987012987,5.5,MA
871,7.0%,"Waterbury, VT",The Alchemist,N/A,1810,Focal Banger,16 oz.,American IPA,67.634551495,7.0,VT
872,5.0%,"Washington, DC",DC Brau Brewing Company,15,1809,The Tradition,12 oz.,American Blonde Ale,15.0,5.0,DC
873,6.0%,"Ashland, OR",Caldera Brewing Company,N/A,1808,Pilot Rock Porter,12 oz.,American Porter,32.2368421053,6.0,OR
874,4.3%,"Portland, ME",Rising Tide Brewing Company,N/A,1807,Maine Island Trail Ale,16 oz.,American Pale Ale (APA),44.9411764706,4.3,ME
875,8.8%,"Virginia Beach, VA",Beach Brewing Company,108,1806,Hoptopus Double IPA,16 oz.,American Double / Imperial IPA,108.0,8.8,VA
876,4.2%,"Garden City, ID",Payette Brewing Company,35,1805,Rodeo Rye Pale Ale,12 oz.,American Pale Ale (APA),35.0,4.2,ID
877,6.6%,"Spearfish, SD",Crow Peak Brewing Company,N/A,1804,Mjöllnir,12 oz.,Herbed / Spiced Beer,22.2,6.6,SD
878,6.5%,"Astoria, OR",Fort George Brewery,N/A,1803,Java the Hop,16 oz.,American IPA,67.634551495,6.5,OR
879,5.0%,"Tampa, FL",Brew Bus Brewing,N/A,1802,"You're My Boy, Blue",12 oz.,Fruit / Vegetable Beer,14.2,5.0,FL
880,7.2%,"Tampa, FL",Brew Bus Brewing,60,1801,Last Stop IPA,12 oz.,American IPA,60.0,7.2,FL
881,5.0%,"Tampa, FL",Brew Bus Brewing,21,1800,Rollin Dirty Red Ale,12 oz.,Irish Red Ale,21.0,5.0,FL
882,5.5%,"Tampa, FL",Brew Bus Brewing,28,1799,Are Wheat There Yet?,12 oz.,American Pale Wheat Ale,28.0,5.5,FL
883,5.0%,"Boise, ID",Sockeye Brewing Company,N/A,1798,Thanksgiving Ale,12 oz.,Kölsch,21.7777777778,5.0,ID
884,5.0%,"San Francisco, CA",Pine Street Brewery,N/A,1797,Black Bay Milk Stout,12 oz.,Milk / Sweet Stout,25.1666666667,5.0,CA
886,6.5%,"Woodinville, WA",Dirty Bucket Brewing Company,72,1795,Filthy Hoppin' IPA,16 oz.,American IPA,72.0,6.5,WA
887,4.5%,"Lafayette, IN",People's Brewing Company,N/A,1794,People's Pilsner,12 oz.,German Pilsener,34.1764705882,4.5,IN
888,5.5%,"Nashville, TN",Jackalope Brewing Company,37,1793,Thunder Ann,12 oz.,American Pale Ale (APA),37.0,5.5,TN
889,5.8%,"Meridian, ID",Slanted Rock Brewing Company,39,1792,Iron Butt Red Ale,12 oz.,American Amber / Red Ale,39.0,5.8,ID
890,6.0%,"Bucryus, MO",Piney River Brewing Company,20,1791,Hot Date Ale,16 oz.,Chile Beer,20.0,6.0,MO
892,4.9%,"Avon, IN",Cutters Brewing Company,N/A,1789,Lost River Blonde Ale,16 oz.,American Blonde Ale,20.9032258065,4.9,IN
893,5.4%,"Avon, IN",Cutters Brewing Company,N/A,1788,Monon Wheat,16 oz.,Witbier,16.44,5.4,IN
894,8.0%,"Avon, IN",Cutters Brewing Company,N/A,1787,Floyd's Folly,16 oz.,Scottish Ale,34.25,8.0,IN
895,6.3%,"Avon, IN",Cutters Brewing Company,N/A,1786,Half Court IPA,16 oz.,American IPA,67.634551495,6.3,IN
896,7.3%,"Grand Rapids, MI",Brewery Vivant,N/A,1785,Le Flaneur Ale,16 oz.,American Wild Ale,27.0,7.3,MI
898,7.2%,"Belfast, ME",Marshall Wharf Brewing Company,N/A,1783,Toughcats IPA,16 oz.,American IPA,67.634551495,7.2,ME
899,6.3%,"Lansdale, PA",Round Guys Brewing,N/A,1782,Kiss Off IPA,12 oz.,American IPA,67.634551495,6.3,PA
900,5.2%,"Cold Spring, MN",Third Street Brewhouse,N/A,1781,Three Way Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,5.2,MN
901,4.1%,"Cold Spring, MN",Third Street Brewhouse,N/A,1780,Rise to the Top,12 oz.,Cream Ale,20.3333333333,4.1,MN
902,4.9%,"Cold Spring, MN",Third Street Brewhouse,N/A,1779,Lost Trout Brown Ale,12 oz.,American Brown Ale,30.0256410256,4.9,MN
903,7.0%,"Lewiston, ME",Baxter Brewing Company,42,1778,On the Count of 3 (2015),16 oz.,Hefeweizen,42.0,7.0,ME
904,7.4%,"Los Angeles, CA",Golden Road Brewing,74,1777,2020 IPA,16 oz.,American IPA,74.0,7.4,CA
905,4.5%,"Williamsburg, MA",Banner Beer Company,N/A,1776,All Nighter Ale,12 oz.,Extra Special / Strong Bitter (ESB),45.7142857143,4.5,MA
906,5.3%,"Providence, RI",Narragansett Brewing Company,30,1775,Autocrat Coffee Milk Stout,16 oz.,Milk / Sweet Stout,30.0,5.3,RI
907,5.5%,"Austin, TX",Infamous Brewing Company,20,1774,Hijack,12 oz.,Cream Ale,20.0,5.5,TX
908,4.5%,"Centralia, WA",Dick's Brewing Company,N/A,1773,12 Man Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,4.5,WA
909,6.7%,"Claremont, CA",Claremont Craft Ales,60,1772,Jacaranada Rye IPA,16 oz.,American IPA,60.0,6.7,CA
910,5.0%,"Lockland, OH",Rivertown Brewing Company,55,1771,Lil SIPA,16 oz.,American IPA,55.0,5.0,OH
911,9.2%,"Meadville, PA",Voodoo Brewery,25,1770,Voodoo Love Child,12 oz.,Tripel,25.0,9.2,PA
912,7.9%,"Meadville, PA",Voodoo Brewery,23,1769,White Magick of the Sun,12 oz.,Witbier,23.0,7.9,PA
913,5.3%,"Columbus, OH",Seventh Son Brewing Company,20,1768,Stone Fort Brown Ale,16 oz.,English Brown Ale,20.0,5.3,OH
914,7.7%,"Columbus, OH",Seventh Son Brewing Company,40,1767,Seventh Son Hopped Red Ale,16 oz.,American Amber / Red Ale,40.0,7.7,OH
915,6.0%,"Columbus, OH",Seventh Son Brewing Company,53,1766,Humulus Nimbus Super Pale Ale,16 oz.,American Pale Ale (APA),53.0,6.0,OH
916,7.0%,"Columbus, OH",Seventh Son Brewing Company,68,1765,Golden Ratio IPA,16 oz.,American IPA,68.0,7.0,OH
917,8.1%,"Export, PA",Rivertowne Brewing Company,N/A,1764,Rudolph's Red,12 oz.,American Amber / Red Ale,36.2987012987,8.1,PA
918,4.5%,"Portland, ME",D.L. Geary Brewing Company,N/A,1763,Geary's Pale Ale,12 oz.,English Pale Ale,31.4,4.5,ME
919,9.5%,"Broomfield, CO",Big Choice Brewing,104,1762,Hemlock Double IPA,12 oz.,American Double / Imperial IPA,104.0,9.5,CO
920,6.9%,"Black Mountain, NC",Pisgah Brewing Company,51,1760,GreyBeard™ IPA,12 oz.,American IPA,51.0,6.9,NC
921,5.7%,"Black Mountain, NC",Pisgah Brewing Company,31,1759,Pisgah Pale Ale,12 oz.,American Pale Ale (APA),31.0,5.7,NC
922,6.6%,"Croydon, PA",Neshaminy Creek Brewing Company,N/A,1758,County Line IPA,12 oz.,American IPA,67.634551495,6.6,PA
923,4.8%,"Croydon, PA",Neshaminy Creek Brewing Company,N/A,1757,Trauger Pilsner,12 oz.,German Pilsener,34.1764705882,4.8,PA
924,5.6%,"Saint Louis, MO",Morgan Street Brewery,18,1756,When Helles Freezes Over,12 oz.,Munich Helles Lager,18.0,5.6,MO
925,7.0%,"Baton Rouge, LA",Tin Roof Brewing Company,60,1755,Juke Joint IPA,12 oz.,American IPA,60.0,7.0,LA
926,7.0%,"Baton Rouge, LA",Tin Roof Brewing Company,35,1754,Parade Ground Coffee Porter,12 oz.,American Porter,35.0,7.0,LA
927,7.0%,"Chicago, IL",Half Acre Beer Company,N/A,1753,Heyoka IPA,16 oz.,American IPA,67.634551495,7.0,IL
929,5.0%,"Longmont, CO",Oskar Blues Brewery,N/A,1751,One Nut Brown,12 oz.,English Brown Ale,23.2,5.0,CO
931,4.6%,"Burlington, VT",The Just Beer Project,45,1749,Just IPA,12 oz.,American IPA,45.0,4.6,VT
932,5.2%,"Bronx, NY",The Bronx Brewery,16,1748,Bronx Summer Pale Ale,16 oz.,American Pale Ale (APA),16.0,5.2,NY
933,5.7%,"Bronx, NY",The Bronx Brewery,46,1747,Bronx Black Pale Ale,16 oz.,American Black Ale,46.0,5.7,NY
934,6.3%,"Tulsa, OK",Dead Armadillo Craft Brewing,37,1746,Dead Armadillo Amber Ale,12 oz.,American Amber / Red Ale,37.0,6.3,OK
935,8.0%,"Hattiesburg, MS",Southern Prohibition Brewing Com...,80,1745,Mississippi Fire Ant,16 oz.,American Amber / Red Ale,80.0,8.0,MS
936,5.6%,"Morganton, NC",Catawba Brewing Company,N/A,1744,Farmer Ted's Cream Ale,12 oz.,Cream Ale,20.3333333333,5.6,NC
937,5.2%,"Morganton, NC",Catawba Brewing Company,N/A,1743,Firewater India Pale Ale,12 oz.,American IPA,67.634551495,5.2,NC
938,4.7%,"Morganton, NC",Catawba Brewing Company,N/A,1742,White Zombie Ale,12 oz.,Witbier,16.44,4.7,NC
939,5.4%,"Albuquerque, NM",La Cumbre Brewing Company,15,1741,A Slice of Hefen,16 oz.,Hefeweizen,15.0,5.4,NM
940,6.9%,"Conroe, TX",Southern Star Brewing Company,23,1740,Le Mort Vivant,12 oz.,Bière de Garde,23.0,6.9,TX
941,9.9%,"Brooklyn Center, MN",Surly Brewing Company,85,1739,BLAKKR,16 oz.,American Black Ale,85.0,9.9,MN
942,4.8%,"Boonville, CA",Anderson Valley Brewing Company,N/A,1738,"the Kimmie, the Yink and the Holy Gose",12 oz.,Gose,9.42857142857,4.8,CA
943,5.5%,"Fort Collins, CO",New Belgium Brewing Company,N/A,1737,California Route,12 oz.,American Amber / Red Lager,23.25,5.5,CO
944,6.2%,"Manhattan, KS",Tallgrass Brewing Company,35,1736,Zombie Monkie,16 oz.,American Porter,35.0,6.2,KS
945,5.0%,"Diamond Springs, CA",David's Ale Works,N/A,1735,Sprocket Blonde Ale (2006),12 oz.,American Blonde Ale,20.9032258065,5.0,CA
946,5.0%,"Diamond Springs, CA",David's Ale Works,N/A,1734,Sprocket Pale Ale (2006),12 oz.,American Pale Ale (APA),44.9411764706,5.0,CA
947,4.7%,"Paso Robles, CA",Firestone Walker Brewing Company,20,1733,805,12 oz.,American Blonde Ale,20.0,4.7,CA
948,4.4%,"Burlington, VT",The Traveler Beer Company,N/A,1732,Curious Traveler Shandy,12 oz.,Shandy,0.0,4.4,VT
949,4.6%,"Estacada, OR",Fearless Brewing Company,N/A,1731,Peaches & Cream,16 oz.,Fruit / Vegetable Beer,14.2,4.6,OR
950,7.5%,"Meadville, PA",Voodoo Brewery,31,1730,Wynona's Big Brown Ale,12 oz.,American Brown Ale,31.0,7.5,PA
951,9.2%,"Meadville, PA",Voodoo Brewery,25,1729,Gran Met,12 oz.,Belgian Strong Pale Ale,25.0,9.2,PA
952,8.5%,"Conroe, TX",Southern Star Brewing Company,110,1728,Red Cockaded Ale,12 oz.,American Double / Imperial IPA,110.0,8.5,TX
953,7.5%,"Eagle, CO",Bonfire Brewing Company,22,1727,Kilt Dropper Scotch Ale,16 oz.,Scotch Ale / Wee Heavy,22.0,7.5,CO
954,7.0%,"Tampa, FL",Cigar City Brewing Company,60,1726,Hopped on the High Seas (Hop #529),12 oz.,American IPA,60.0,7.0,FL
955,7.0%,"Tampa, FL",Cigar City Brewing Company,60,1725,Hopped on the High Seas (Calypso),12 oz.,American IPA,60.0,7.0,FL
957,7.3%,"Salt Lake City, UT",Uinta Brewing Company,83,1723,Hop Nosh IPA,12 oz.,American IPA,83.0,7.3,UT
958,5.0%,"Fargo, ND",Fargo Brewing Company,32,1722,Iron Horse Pale Ale,12 oz.,American Pale Ale (APA),32.0,5.0,ND
959,4.7%,"Arvada, CO",Odyssey Beerwerks,N/A,1721,Heliocentric Hefeweizen,12 oz.,Hefeweizen,17.5925925926,4.7,CO
960,5.1%,"Arvada, CO",Odyssey Beerwerks,N/A,1720,Ghose Drifter Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,5.1,CO
961,7.0%,"Morganton, NC",Catawba Brewing Company,N/A,1719,King Winterbolt Winter Ale,12 oz.,Winter Warmer,24.625,7.0,NC
962,5.1%,"Blanco, TX",Real Ale Brewing Company,21,1718,Firemans #4 Blonde Ale (2013),12 oz.,American Blonde Ale,21.0,5.1,TX
963,5.0%,"Belfast, ME",Marshall Wharf Brewing Company,N/A,1717,Tug Pale Ale,16 oz.,American Pale Ale (APA),44.9411764706,5.0,ME
964,9.9%,"Belfast, ME",Marshall Wharf Brewing Company,N/A,1716,Sexy Chaos,16 oz.,Russian Imperial Stout,86.5,9.9,ME
965,6.2%,"Missoula, MT",Big Sky Brewing Company,65,1714,Big Sky IPA,12 oz.,American IPA,65.0,6.2,MT
966,5.0%,"Missoula, MT",Big Sky Brewing Company,40,1713,Scape Goat Pale Ale,12 oz.,English Pale Ale,40.0,5.0,MT
967,5.0%,"Missoula, MT",Big Sky Brewing Company,35,1712,Montana Trout Slayer Ale,12 oz.,American Pale Wheat Ale,35.0,5.0,MT
968,5.1%,"Missoula, MT",Big Sky Brewing Company,26,1711,Moose Drool Brown Ale,12 oz.,American Brown Ale,26.0,5.1,MT
969,6.4%,"Atlanta, GA",SweetWater Brewing Company,N/A,1710,SweetWater IPA,12 oz.,American IPA,67.634551495,6.4,GA
970,5.4%,"Atlanta, GA",SweetWater Brewing Company,N/A,1709,420 Extra Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,5.4,GA
971,7.4%,"Durango, CO",Ska Brewing Company,N/A,1708,Taster's Choice,12 oz.,Doppelbock,24.5,7.4,CO
972,5.2%,"Fort Collins, CO",New Belgium Brewing Company,N/A,1707,Snapshot,16 oz.,American Pale Wheat Ale,20.6885245902,5.2,CO
973,5.5%,"Anchorage, AK",King Street Brewing Company,N/A,1706,King Street Pilsner,12 oz.,Czech Pilsener,33.8125,5.5,AK
974,6.1%,"Papillion, NE",Nebraska Brewing Company,11,1705,Wick For Brains,12 oz.,Pumpkin Ale,11.0,6.1,NE
975,6.5%,"St. John's, MI",Uncle John's Fruit House Winery,N/A,1704,Uncle John's Apple Cherry Cider,16 oz.,Cider,0.0,6.5,MI
976,6.5%,"St. John's, MI",Uncle John's Fruit House Winery,N/A,1703,Uncle John's Apricot Apple Cider,16 oz.,Cider,0.0,6.5,MI
977,5.6%,"Aurora, IN",Great Crescent Brewery,33,1702,Bourbon Barrel Aged Coconut Porter,16 oz.,American Porter,33.0,5.6,IN
978,6.2%,"Aurora, IN",Great Crescent Brewery,60,1701,Great Crescent IPA,16 oz.,American IPA,60.0,6.2,IN
979,5.7%,"Aurora, IN",Great Crescent Brewery,27,1700,Aurora Lager,16 oz.,Dortmunder / Export Lager,27.0,5.7,IN
980,5.3%,"Aurora, IN",Great Crescent Brewery,22,1699,Great Crescent Blonde Ale,16 oz.,American Blonde Ale,22.0,5.3,IN
981,8.0%,"Los Angeles, CA",Golden Road Brewing,70,1698,Wolf Among Weeds IPA,16 oz.,American IPA,70.0,8.0,CA
982,6.5%,"Worcester, MA",Wormtown Brewery,69,1697,Be Hoppy IPA,16 oz.,American IPA,69.0,6.5,MA
983,9.9%,"Brooklyn, NY",Sixpoint Craft Ales,111,1696,Hi-Res,12 oz.,American Double / Imperial IPA,111.0,9.9,NY
984,6.3%,"Tampa, FL",Cigar City Brewing Company,N/A,1695,Wiregrass Post-Prohibition Ale,12 oz.,American Pale Ale (APA),44.9411764706,6.3,FL
985,7.0%,"Tampa, FL",Cigar City Brewing Company,60,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,12 oz.,American IPA,60.0,7.0,FL
986,7.0%,"Tampa, FL",Cigar City Brewing Company,60,1693,Hopped on the High Seas (Citra),12 oz.,American IPA,60.0,7.0,FL
987,7.0%,"Tampa, FL",Cigar City Brewing Company,60,1692,Hopped on the High Seas (Ahtanum),12 oz.,American IPA,60.0,7.0,FL
988,6.5%,"Minneapolis, MN",Indeed Brewing Company,22,1691,Stir Crazy Winter Ale,12 oz.,Winter Warmer,22.0,6.5,MN
989,4.8%,"Fort Collins, CO",New Belgium Brewing Company,N/A,1690,Sunshine Wheat Beer,12 oz.,American Pale Wheat Ale,20.6885245902,4.8,CO
990,5.9%,"Edwards, CO",Crazy Mountain Brewing Company,N/A,1689,Snowcat Coffee Stout,12 oz.,American Stout,43.0,5.9,CO
991,5.7%,"York, PA",Liquid Hero Brewery,42,1688,American Hero,12 oz.,American Amber / Red Ale,42.0,5.7,PA
992,5.2%,"York, PA",Liquid Hero Brewery,20,1687,Schweet Ale,12 oz.,Fruit / Vegetable Beer,20.0,5.2,PA
993,6.5%,"York, PA",Liquid Hero Brewery,75,1686,Irregardless IPA,12 oz.,American IPA,75.0,6.5,PA
994,6.1%,"Boynton Beach, FL",Due South Brewing Company,64,1685,Category 3 IPA,12 oz.,American IPA,64.0,6.1,FL
995,4.8%,"Palisade, CO",Palisade Brewing Company,N/A,1684,Hula Hoppie Session IPA,12 oz.,American IPA,67.634551495,4.8,CO
996,5.4%,"Santa Cruz, CA",Santa Cruz Mountain Brewing,N/A,1683,Dread Brown Ale,12 oz.,American Brown Ale,30.0256410256,5.4,CA
997,6.0%,"Salt Lake City, UT",Utah Brewers Cooperative,N/A,1682,Wasatch Ghostrider White IPA (2014),12 oz.,American White IPA,48.8333333333,6.0,UT
998,4.0%,"Salt Lake City, UT",Utah Brewers Cooperative,N/A,1681,Wasatch Apricot Hefeweizen,12 oz.,Fruit / Vegetable Beer,14.2,4.0,UT
999,9.0%,"Salt Lake City, UT",Utah Brewers Cooperative,75,1680,Squatters Hop Rising Double IPA (2014),12 oz.,American Double / Imperial IPA,75.0,9.0,UT
1000,4.0%,"Salt Lake City, UT",Utah Brewers Cooperative,N/A,1679,Squatters Full Suspension Pale Ale,12 oz.,American Pale Ale (APA),44.9411764706,4.0,UT
1001,5.7%,"Brooklyn, NY",KelSo Beer Company,19,1678,KelSo Nut Brown Lager,12 oz.,Euro Dark Lager,19.0,5.7,NY
1002,7.5%,"Richmond, VA",Hardywood Park Craft Brewery,70,1677,The Great Return,16 oz.,American IPA,70.0,7.5,VA
1003,5.9%,"Abingdon, VA",Wolf Hills Brewing Company,135,1676,Troopers Alley IPA,12 oz.,American IPA,135.0,5.9,VA
1004,6.4%,"Erie, PA",Lavery Brewing Company,95,1675,Madra Allta,12 oz.,American IPA,95.0,6.4,PA
1005,9.9%,"Santee, CA",Manzanita Brewing Company,93,1674,Chaotic Double IPA,12 oz.,American Double / Imperial IPA,93.0,9.9,CA
1006,8.0%,"Santee, CA",Manzanita Brewing Company,88,1673,Manzanita IPA,12 oz.,American IPA,88.0,8.0,CA
1007,6.0%,"Santee, CA",Manzanita Brewing Company,25,1672,Riverwalk Blonde Ale,12 oz.,American Blonde Ale,25.0,6.0,CA
1008,9.5%,"Santee, CA",Manzanita Brewing Company,49,1671,Gillespie Brown Ale,12 oz.,American Brown Ale,49.0,9.5,CA
1009,6.6%,"Santee, CA",Manzanita Brewing Company,44,1670,Manzanita Pale Ale,12 oz.,American Pale Ale (APA),44.0,6.6,CA
1010,5.4%,"Eugene, OR",Oakshire Brewing,24,1669,Oakshire Amber Ale,12 oz.,American Amber / Red Ale,24.0,5.4,OR
1011,5.8%,"Eugene, OR",Oakshire Brewing,27,1668,Overcast Espresso Stout,12 oz.,American Stout,27.0,5.8,OR
1012,6.0%,"Anchorage, AK",King Street Brewing Company,70,1667,King Street IPA,12 oz.,American IPA,70.0,6.0,AK
1013,5.7%,"Anchorage, AK",King Street Brewing Company,10,1666,King Street Hefeweizen,12 oz.,Hefeweizen,10.0,5.7,AK
1014,4.9%,"Anchorage, AK",King Street Brewing Company,N/A,1665,King Street Blonde Ale,12 oz.,American Blonde Ale,20.9032258065,4.9,AK
1015,8.0%,"Chicago, IL",Finch's Beer Company,80,1664,Sobek & Set,16 oz.,American Black Ale,80.0,8.0,IL
1016,8.6%,"Chicago, IL",Finch's Beer Company,N/A,1663,Nuclear Winter,16 oz.,Belgian Strong Dark Ale,72.0,8.6,IL
1017,5.0%,"Chicago, IL",Finch's Beer Company,22,1662,Wet Hot American Wheat Ale,16 oz.,American Pale Wheat Ale,22.0,5.0,IL
1018,4.8%,"Seattle, WA",Two Beers Brewing Company,48,1661,Trailhead ISA,12 oz.,American IPA,48.0,4.8,WA
1019,5.2%,"Seattle, WA",Two Beers Brewing Company,27,1660,Immersion Amber,12 oz.,American Amber / Red Ale,27.0,5.2,WA
1020,6.2%,"Seattle, WA",Two Beers Brewing Company,70,1659,Evo IPA,12 oz.,American IPA,70.0,6.2,WA
1021,5.0%,"Durham, NC",Fullsteam Brewery,N/A,1658,Cack-A-Lacky,12 oz.,American Pale Ale (APA),44.9411764706,5.0,NC
1022,4.0%,"South Bend, IN",Four Horsemen Brewing Company,N/A,1657,Leprechaun Lager,12 oz.,American Pale Lager,25.8823529412,4.0,IN
1023,9.0%,"Indianapolis, IN",Sun King Brewing Company,30,1656,Wee Muckle,16 oz.,Scotch Ale / Wee Heavy,30.0,9.0,IN
1024,9.2%,"Boise, ID",Sockeye Brewing Company,N/A,1655,Double Dagger Imperial IPA,12 oz.,American Double / Imperial IPA,93.5394736842,9.2,ID
1025,5.5%,"Lockland, OH",Rivertown Brewing Company,60,1654,Hop Bomber Rye Pale Ale,16 oz.,American Pale Ale (APA),60.0,5.5,OH
1026,6.2%,"Boston, MA",Harpoon Brewery,45,1653,The Long Thaw White IPA,12 oz.,American White IPA,45.0,6.2,MA
1027,4.2%,"Green Bay, WI",Hinterland Brewery,N/A,1652,White Cap White IPA,16 oz.,American White IPA,48.8333333333,4.2,WI
1028,5.6%,"Grand Rapids, MI",Brewery Vivant,N/A,1651,Maize & Blueberry,16 oz.,Fruit / Vegetable Beer,14.2,5.6,MI
1029,5.2%,"Springdale, AR",Core Brewing & Distilling Company,N/A,1650,Arkansas Red,12 oz.,American Amber / Red Ale,36.2987012987,5.2,AR
1030,5.1%,"San Luis Obispo, CA",Central Coast Brewing Company,15,1649,Chai Ale,16 oz.,Herbed / Spiced Beer,15.0,5.1,CA
1031,7.2%,"San Luis Obispo, CA",Central Coast Brewing Company,85,1648,Lucky Day IPA,16 oz.,American IPA,85.0,7.2,CA
1032,9.5%,"San Luis Obispo, CA",Central Coast Brewing Company,99,1647,Terrace Hill Double IPA,16 oz.,American Double / Imperial IPA,99.0,9.5,CA
1033,7.5%,"San Luis Obispo, CA",Central Coast Brewing Company,77,1646,Catch 23,16 oz.,American Black Ale,77.0,7.5,CA
1034,5.7%,"Westfield, MA",Westfield River Brewing Company,22,1645,Westfield Octoberfest,12 oz.,Märzen / Oktoberfest,22.0,5.7,MA
1035,4.5%,"Williamsburg, MA",Banner Beer Company,20,1644,Banner American Rye,12 oz.,Rye Beer,20.0,4.5,MA
1036,3.5%,"Williamsburg, MA",Banner Beer Company,45,1643,Banner American Ale,12 oz.,American Amber / Red Ale,45.0,3.5,MA
1037,5.7%,"Columbus, OH",Elevator Brewing Company,N/A,1642,Bleeding Buckeye Red Ale,16 oz.,Extra Special / Strong Bitter (ESB),45.7142857143,5.7,OH
1038,9.4%,"Los Angeles, CA",Golden Road Brewing,92,1641,Better Weather IPA,16 oz.,American IPA,92.0,9.4,CA
1039,4.8%,"Bellingham, WA",Aslan Brewing Company,N/A,1640,Aslan Kölsch,16 oz.,Kölsch,21.7777777778,4.8,WA
1040,7.7%,"Bellingham, WA",Aslan Brewing Company,N/A,1639,Aslan IPA,16 oz.,American IPA,67.634551495,7.7,WA
1041,7.7%,"Bellingham, WA",Aslan Brewing Company,N/A,1638,Aslan Amber,16 oz.,American Amber / Red Ale,36.2987012987,7.7,WA
1042,8.0%,"Bellingham, WA",Kulshan Brewery,N/A,1637,Bellingham Beer Week 2013 Collaboration,16 oz.,Belgian Strong Dark Ale,72.0,8.0,WA
1043,5.6%,"Monument, CO",Pikes Peak Brewing Company,N/A,1636,Local 5 Pale Ale,16 oz.,American Pale Ale (APA),44.9411764706,5.6,CO
1044,6.0%,"Tempe, AZ",Four Peaks Brewing Company,21,1635,Kilt Lifter Scottish-Style Ale,12 oz.,,21.0,6.0,AZ
1045,6.0%,"Chicago, IL",Spiteful Brewing Company,N/A,1634,Alley Time,12 oz.,American Pale Ale (APA),44.9411764706,6.0,IL
1046,5.8%,"Chicago, IL",Spiteful Brewing Company,N/A,1633,Fat Badger,12 oz.,Irish Red Ale,28.0,5.8,IL
1047,5.5%,"Chicago, IL",Spiteful Brewing Company,N/A,1632,In the Weeds,12 oz.,American Pale Wheat Ale,20.6885245902,5.5,IL
